6.1101,17.592
5.5277,9.1302
8.5186,13.662
7.0032,11.854
5.8598,6.8233
8.3829,11.886
7.4764,4.3483
8.5781,12
6.4862,6.5987
5.0546,3.8166
5.7107,3.2522
14.164,15.505
5.734,3.1551
8.4084,7.2258
5.6407,0.71618
5.3794,3.5129
6.3654,5.3048
5.1301,0.56077
6.4296,3.6518
7.0708,5.3893
6.1891,3.1386
20.27,21.767
5.4901,4.263
6.3261,5.1875
5.5649,3.0825
18.945,22.638
12.828,13.501
10.957,7.0467
13.176,14.692
22.203,24.147
5.2524,-1.22
6.5894,5.9966
9.2482,12.134
5.8918,1.8495
8.2111,6.5426
7.9334,4.5623
8.0959,4.1164
5.6063,3.3928
12.836,10.117
6.3534,5.4974
5.4069,0.55657
6.8825,3.9115
11.708,5.3854
5.7737,2.4406
7.8247,6.7318
7.0931,1.0463
5.0702,5.1337
5.8014,1.844
11.7,8.0043
5.5416,1.0179
7.5402,6.7504
5.3077,1.8396
7.4239,4.2885
7.6031,4.9981
6.3328,1.4233
6.3589,-1.4211
6.2742,2.4756
5.6397,4.6042
9.3102,3.9624
9.4536,5.4141
8.8254,5.1694
5.1793,-0.74279
21.279,17.929
14.908,12.054
18.959,17.054
7.2182,4.8852
8.2951,5.7442
10.236,7.7754
5.4994,1.0173
20.341,20.992
10.136,6.6799
7.3345,4.0259
6.0062,1.2784
7.2259,3.3411
5.0269,-2.6807
6.5479,0.29678
7.5386,3.8845
5.0365,5.7014
10.274,6.7526
5.1077,2.0576
5.7292,0.47953
5.1884,0.20421
6.3557,0.67861
9.7687,7.5435
6.5159,5.3436
8.5172,4.2415
9.1802,6.7981
6.002,0.92695
5.5204,0.152
5.0594,2.8214
5.7077,1.8451
7.6366,4.2959
5.8707,7.2029
5.3054,1.9869
8.2934,0.14454
13.394,9.0551
5.4369,0.61705
5.2832,-1.6436
22.1243,18.2499
17.9174,18.0419
20.2651,22.5246
5.0374,1.7302
18.0034,16.2396
8.9674,7.8398
10.9277,12.5459
20.5543,19.4856
5.5585,7.0122
18.9814,19.5153
14.5817,16.4175
7.6729,2.2936
20.8485,21.1041
9.9917,11.5598
7.3261,3.2606
5.1065,-0.3088
10.1030,5.4796
14.0399,10.7904
20.4233,17.7839
8.0424,9.5187
13.0524,11.1347
10.4525,7.6199
5.4210,2.4415
10.3595,10.0196
11.2356,4.5495
7.2154,4.6139
17.5326,13.6955
18.1708,18.9232
17.1238,18.4138
19.7602,22.5601
16.9835,15.7728
15.5136,14.3845
11.6490,7.0536
19.2525,24.1363
14.2647,9.5825
19.8657,20.4402
16.5415,14.9480
9.2632,4.1937
5.9485,1.9933
15.1877,11.6537
8.3847,6.7988
11.6832,7.9184
14.6690,11.8412
15.3018,13.0791
21.9676,21.4127
5.7229,3.2470
10.6777,8.4478
5.8230,5.4284
16.4081,12.8457
20.0807,15.8412
20.7152,21.4560
13.9086,17.2376
17.3498,15.8932
8.5587,9.4742
6.3217,1.8919
10.5835,8.7183
21.3228,24.1470
15.7448,11.3396
9.1003,10.6761
6.6568,6.0743
13.5622,12.5033
14.3415,11.7852
21.5205,15.5704
12.6231,12.4657
16.0479,12.5969
9.5450,11.4852
12.3094,9.6186
17.5056,16.6652
12.5471,13.4989
16.9256,13.9100
16.3377,22.6227
6.4125,8.9031
15.0563,13.6734
11.8856,12.4997
21.0036,20.4554
14.4670,14.1273
14.9245,8.7155
21.8361,22.8715
13.6963,12.9964
9.3791,3.9843
8.2688,5.6822
12.8951,11.1148
21.5987,21.2993
19.9994,21.1256
6.8840,6.5704
11.8614,9.4471
19.4486,20.2404
17.7222,16.6712
8.6981,5.4874
6.0351,0.4380
7.1320,4.2341
12.0472,7.2685
7.4243,6.0407
7.8967,5.9427
6.7265,1.9451
13.2952,12.3929
10.8006,9.8063
19.0981,18.6536
7.7788,2.2934
10.2218,6.1349
21.2468,21.8214
16.7728,20.2963
13.1726,12.4061
11.4729,7.7521
21.1503,21.0870
22.2084,23.3930
18.8248,16.8175
11.3451,9.5215
6.9536,5.3313
18.6845,18.5240
18.4069,18.4402
14.8421,12.2290
12.9744,9.8996
20.3510,21.4828
15.9284,11.9932
10.9712,9.4123
8.5865,6.8789
15.6177,10.4849
19.6019,17.6442
21.7276,22.4530
11.1255,10.9350
14.1231,12.2584
19.6261,16.8280
9.8456,6.9235
9.1729,7.4910
19.3498,22.9950
17.2135,17.6922
9.7719,7.3281
15.4246,12.3852
18.2654,20.3452
6.5642,1.9487
8.1519,6.2167
13.4591,9.5383
8.8030,9.2826
18.7365,18.4577
5.4050,1.3763
18.5149,19.0440
12.4290,10.1398
17.8307,16.7325
16.7144,16.8712
9.6635,11.8025
16.1744,19.8442
6.2099,1.1783
7.6050,4.0766
21.1798,20.7629
12.7345,14.5320
13.7732,18.6257
15.8049,20.1104
12.1796,10.7090
